PID,Episode,Reward
36941,1,2096.473531049735
36942,1,1297.8332838973445
36944,1,748.874885172828
36943,1,596.7144843961164
36940,1,397.0716408654689
36941,2,2103.1500788743638
36942,2,761.7243282742901
36941,3,2102.6200999423654
36944,2,1362.5760064219771
36943,2,664.2892916434976
36940,2,260.08108557478397
36942,3,2096.847172026142
36941,4,2100.3347314509792
36944,3,1356.0557693039962
36941,5,2101.1449480908636
36943,3,500.4035715946501
36942,4,1521.1090883950937
36940,3,222.17403185714656
36944,4,1253.856789353098
36941,6,2100.531528846659
36942,5,1160.6411623713427
36943,4,505.996046846062
36941,7,2102.5348753374437
36940,4,196.55375197973436
36944,5,836.7292488736491
36942,6,2089.197801286927
36941,8,2102.9372399715135
36943,5,544.5088811680206
36941,9,2081.773332801619
36942,7,1180.0793015599359
36940,5,323.8042114796831
36944,6,607.9726243506452
36941,10,2065.4502144908597
36943,6,770.22826214457
36942,8,1122.4931086092529
36944,7,762.5238868723148
36941,11,2068.0211762107365
36940,6,248.27330281013727
36942,9,1515.9991131715462
36941,12,2073.025849855955
36943,7,718.3379036630269
36944,8,910.1227126790653
36940,7,356.45771142198
36941,13,2071.88903377283
36942,10,1274.9023432359734
36941,14,2069.120219800144
36943,8,473.35965252178124
36944,9,716.8652554511929
36942,11,2092.0317088928728
36940,8,346.43274496344355
36941,15,2099.8744836764713
36942,12,2094.577945356582
36944,10,2051.5538978875156
36943,9,564.8175523222772
36941,16,2099.2875533917145
36942,13,2098.7966542055865
36940,9,269.4896113163689
36944,11,754.7920875069645
36941,17,2105.368807533708
36942,14,2088.9055551172996
36943,10,720.148816471086
36941,18,1709.6740453168534
36942,15,2094.151927956379
36940,10,291.3661349291978
36944,12,359.5903466217
36943,11,938.4972199399592
36941,19,2067.8304005653163
36942,16,579.0912112610744
36944,13,1327.0304768935657
36941,20,2096.5345502163173
36940,11,364.69150827347
36943,12,691.0012292673662
36941,21,2072.851698038042
36942,17,1264.7780025807401
36944,14,711.4262037377489
36941,22,2105.807832542427
36940,12,313.67316069945394
36943,13,524.060802145831
36942,18,1578.5287365599643
36941,23,2205.7139749271587
36944,15,584.8667276395922
36941,24,2222.9107999870052
36940,13,391.19827076845235
36943,14,543.724395416872
36942,19,507.9378230633451
36944,16,1577.1461593786987
36941,25,2177.3066396942086
36943,15,1242.4015675116107
36940,14,407.3695856523603
36941,26,2210.2877660830154
36942,20,441.3966588399398
36944,17,872.0085358057336
36943,16,1269.9781227122928
36941,27,1247.2080169696692
36940,15,318.888127539528
36942,21,466.0956666149046
36944,18,728.5207345943455
36941,28,2241.221530612914
36943,17,654.7908729391257
36941,29,2228.717463306801
36940,16,325.5882038692157
36944,19,893.7304362736602
36942,22,557.6282814559478
36943,18,747.6057129661855
36941,30,2205.317293167901
36944,20,614.9377905581126
36941,31,2153.112553867225
36940,17,417.4667128323616
36942,23,626.3609100607376
36943,19,588.7262463501145
36941,32,2240.6257736406365
36944,21,593.5723485533376
36942,24,580.3010230190002
36940,18,332.52955347832875
36941,33,2244.642956848349
36943,20,604.6189089894744
36941,34,2187.728165452248
36944,22,691.7675938911439
36942,25,496.22898446704085
36940,19,298.87084788187684
36943,21,649.9390599041249
36941,35,2245.2177580408575
36944,23,551.4983576785552
36941,36,2245.0693048775497
36942,26,412.91721777472816
36940,20,389.02455297452
36943,22,550.8414744127978
36941,37,2242.8836213848817
36944,24,732.8350381806744
36941,38,2242.7021636715317
36942,27,579.8872764410238
36940,21,273.573287287737
36943,23,678.937688187244
36941,39,2235.091372879527
36944,25,676.7476073002605
36941,40,2219.4084431512947
36942,28,635.6156890974142
36940,22,378.8818269930748
36943,24,542.8190792957871
36941,41,2218.7020702335344
36944,26,491.0746327077215
36942,29,557.7410822294493
36940,23,283.31933421010126
36941,42,2222.2433462932718
36943,25,588.420595619042
36944,27,1457.7689751282069
36941,43,2244.1360204563907
36942,30,674.3101260484075
36944,28,1296.7367786383443
36943,26,464.30968047643
36940,24,342.9347134059764
36941,44,2242.2847913168816
36941,45,2241.550823886238
36942,31,503.72581955593165
36944,29,658.9583142429772
36943,27,563.5141784908963
36940,25,380.1674829129396
36941,46,2246.241212579705
36942,32,489.83407770790103
36941,47,2246.3381870605167
36944,30,682.9697793601947
36943,28,610.4779290352203
36940,26,244.3712740790438
36941,48,2240.490007197708
36944,31,1293.3795894689001
36942,33,585.5933051426404
36943,29,596.9230348159273
36941,49,2227.060232084798
36940,27,301.6420482516587
36944,32,2192.4081991348226
36942,34,1242.2859089472545
36943,30,602.0564219480327
36941,50,192.65574621815554
36940,28,323.5923668361457
36944,33,619.7241714174738
36942,35,459.1930068640733
36943,31,542.1796942454264
36941,51,195.72053701806433
36940,29,455.4208306336875
36944,34,542.7060776612226
36942,36,481.7126006717197
36941,52,2242.094648784792
36943,32,547.3973472748431
36944,35,489.60967080065353
36941,53,2194.1415511019777
36940,30,456.29220466389813
36942,37,556.7052534082501
36941,54,2244.231183422817
36943,33,463.2204022426471
36944,36,1284.4620488640148
36940,31,306.6586069481504
36941,55,2244.9987719210735
36942,38,554.9025568430264
36943,34,1078.2197868088915
36941,56,2244.6196108865756
36944,37,482.9032326137675
36940,32,362.53012194656304
36942,39,580.1682062437446
36941,57,2241.0308009415
36943,35,650.9341759523679
36944,38,1344.451837315035
36941,58,2241.231092233833
36940,33,621.7153876404456
36942,40,460.7951670333546
36941,59,2240.595535424995
36943,36,599.1354001372328
36944,39,673.2610151735349
36941,60,2239.158858244959
36942,41,583.1985379962755
36940,34,642.0226746219564
36944,40,1314.0339821990988
36943,37,610.1695310096451
36941,61,2240.868691446815
36944,41,2011.389587452077
36941,62,2240.6575903237995
36942,42,577.6262606683873
36940,35,649.4624081341992
36943,38,872.689625397027
36941,63,2241.794110012084
36944,42,464.3594470352592
36942,43,866.9390251953131
36941,64,2240.3189173201636
36940,36,648.4093210520748
36943,39,877.8359577500104
36941,65,2240.3807016488972
36944,43,862.925896196037
36942,44,777.0414723810095
36940,37,648.0019664348359
36941,66,2244.1333856123742
36943,40,887.5678627328215
36944,44,752.3691553240792
36941,67,2243.1013639011585
36942,45,749.4122342327233
36940,38,639.0078505633654
36944,45,2215.5710811074864
36943,41,818.1253511080066
36941,68,2247.5675422945874
36941,69,2243.0027620378883
36942,46,882.7294061267567
36944,46,1355.430521245915
36943,42,888.0701320132595
36940,39,643.6781386033404
36941,70,2243.0203766028717
36944,47,951.0545974237984
36942,47,766.1618928883094
36941,71,2241.3352417913316
36943,43,903.8787778267165
36940,40,653.1308058553534
36941,72,2252.4225099597015
36944,48,722.1941462831331
36942,48,765.3538901807902
36943,44,825.3352539046494
36941,73,2291.3050391459174
36940,41,634.1733618484162
36944,49,2241.28061625431
36941,74,2288.9772041132574
36942,49,777.6036499630558
36943,45,766.2683895706174
36944,50,1496.0333381266237
36941,75,2289.6967788467373
36940,42,648.5403662268923
36941,76,2286.394780447557
36942,50,1053.5188212906073
36943,46,979.1078920006119
36944,51,1025.8853286700455
36940,43,635.26301474718
36941,77,2292.5524437670706
