3305,1,2210.182457863641
3306,1,474.72428039530456
3304,1,355.6401298086343
3307,1,385.8003390086932
3308,1,400.39327265453767
3305,2,2214.830204793798
3306,2,290.38863996806003
3308,2,222.80103129822754
3307,2,292.8943249717284
3304,2,225.72173361985648
3305,3,2209.0946167087727
3305,4,2171.671860146017
3306,3,280.0553109087539
3307,3,253.19674341965046
3304,3,253.68247653260437
3308,3,209.77116174727533
3305,5,2207.814304234479
3306,4,301.68605090892584
3308,4,321.6190783325209
3307,4,257.84437305484715
3304,4,310.0601242142644
3305,6,2171.762050990441
3305,7,2212.0980820612504
3306,5,294.2109630539197
3308,5,306.70688866406357
3307,5,287.7172615376512
3304,5,202.46318484728292
3305,8,2205.6597005019075
3306,6,305.68897212557386
3308,6,303.3690921594182
3307,6,272.0465089496853
3304,6,319.75643062263936
3305,9,2224.811214568463
3305,10,2199.098545079111
3306,7,387.9861844739188
3308,7,354.6812358038938
3307,7,361.66845359380056
3304,7,264.02125511531386
3306,8,402.11734027597026
3308,8,298.2497838332342
3307,8,362.70197418115606
3304,8,359.8530247718432
3306,9,402.81187120256635
3308,9,259.69894756535894
3304,9,251.32899585160675
3307,9,255.8548619691221
3306,10,289.9690869264024
3308,10,259.3678296224014
3304,10,223.34005644244397
3307,10,332.5022235389219
