PID,Episode,Reward
22360,1,1318.553048653812
22362,1,1315.1660784048304
22364,1,1237.231712879196
22363,1,1192.9828608904922
22361,1,1151.4418759617981
22360,2,1791.1269175307527
22364,2,1725.792991906977
22362,2,1759.9026083382842
22363,2,1653.2057815753542
22361,2,1875.4320378937819
22360,3,1816.3772838887846
22364,3,1750.6360836637034
22362,3,1745.7702470679158
22361,3,1901.456075720899
22363,3,1694.4076634443848
22360,4,1740.6832298230613
22364,4,1804.4104822855659
22361,4,1847.3332617004598
22362,4,1758.1905504546894
22363,4,1724.9403289851978
22360,5,1879.3327857724641
22364,5,1710.1959002945757
22362,5,1785.0730149110448
22361,5,1582.0426433905163
22363,5,1845.141363189508
